  -4.0000000000000000        1.3915264507599898E-005 -0.23127290354063743       0.23127290395926534     
  -3.9900000000000002        1.5098133424064516E-005 -0.23210365329592758       0.23210365378698755     
  -3.9800000000000004        1.6133302219920584E-005 -0.23293879310839857       0.23293879366709350     
  -3.9700000000000006        1.7010018868099684E-005 -0.23377838382938823       0.23377838444822377     
  -3.9600000000000009        1.7719124039344176E-005 -0.23462248805145305       0.23462248872054356     
  -3.9500000000000011        1.8253156422341930E-005 -0.23547116996219192       0.23547117066966222     
  -3.9400000000000013        1.8606441893709109E-005 -0.23632449518839155       0.23632449592085833     
  -3.9300000000000015        1.8775165569899837E-005 -0.23718253063215547       0.23718253137526846     
  -3.9200000000000017        1.8757425952966919E-005 -0.23804534430076840       0.23804534503978941     
  -3.9100000000000019        1.8553270543702323E-005 -0.23891300513213082       0.23891300585252662     
  -3.9000000000000021        1.8164712494707565E-005 -0.23978558281764792       0.23978558350567256     
  -3.8900000000000023        1.7595728052965683E-005 -0.24066314762450769       0.24066314826775043     
  -3.8800000000000026        1.6852234741800505E-005 -0.24154577021929793       0.24154577080717371     
  -3.8700000000000028        1.5942050424955031E-005 -0.24243352149491731       0.24243352201907950     
  -3.8600000000000030        1.4874833587333864E-005 -0.24332647240271749       0.24332647285737552     
  -3.8500000000000032        1.3662005365492627E-005 -0.24422469379177603       0.24422469417390444     
  -3.8400000000000034        1.2316654042081299E-005 -0.24512825625714552       0.24512825656657530     
  -3.8300000000000036        1.0853422907407438E-005 -0.24603722999885241       0.24603723023824056     
  -3.8200000000000038        9.2883825612481049E-006 -0.24695168469331871       0.24695168486799671     
  -3.8100000000000041        7.6388888961814846E-006 -0.24787168937877935       0.24787168949648666     
  -3.8000000000000043        5.9234281556909786E-006 -0.24879731235613936       0.24879731242665259     
  -3.7900000000000045        4.1614506029284693E-006 -0.24972862110656749       0.24972862114124048     
  -3.7800000000000047        2.3731944608931939E-006 -0.25066568222698216       0.25066568223821634     
  -3.7700000000000049        5.7950189544361150E-007 -0.25160856138440257       0.25160856138506993     
  -3.7600000000000051       -1.1983710886726445E-006 -0.25255732328997454       0.25255732329281766     
  -3.7500000000000053       -2.9389489018690602E-006 -0.25351203169328451       0.25351203171032005     
  -3.7400000000000055       -4.6207327679878467E-006 -0.25447274939738346       0.25447274943933523     
  -3.7300000000000058       -6.2223972354491097E-006 -0.25543953829475080       0.25543953837053829     
  -3.7200000000000060       -7.7229847396087052E-006 -0.25641245942421143       0.25641245954051717     
  -3.7100000000000062       -9.1020961693014637E-006 -0.25739157304863231       0.25739157320957029     
  -3.7000000000000064       -1.0340075402047161E-005 -0.25837693875300577       0.25837693895990727     
  -3.6900000000000066       -1.1418185825338815E-005 -0.25936861556234120       0.25936861581367265     
  -3.6800000000000068       -1.2318776916648556E-005 -0.26036666207858061       0.26036666237000089     
  -3.6700000000000070       -1.3025439041282088E-005 -0.26137113663556794       0.26137113696012954     
  -3.6600000000000072       -1.3523144728101515E-005 -0.26238209747092739       0.26238209781941807     
  -3.6500000000000075       -1.3798374799179799E-005 -0.26339960291352765       0.26339960327494644     
  -3.6400000000000077       -1.3839227869483681E-005 -0.26442371158505701       0.26442371194721104     
  -3.6300000000000079       -1.3635511878793308E-005 -0.26545448261409138       0.26545448296429680     
  -3.6200000000000081       -1.3178816486903134E-005 -0.26649197586090856       0.26649197618677428     
  -3.6100000000000083       -1.2462565338469196E-005 -0.26753625215118754       0.26753625244145762     
  -3.6000000000000085       -1.1482047393722906E-005 -0.26858737351664741       0.26858737376207481     
  -3.5900000000000087       -1.0234426715899659E-005 -0.26964540344059529       0.26964540363481981     
  -3.5800000000000090       -8.7187303127847768E-006 -0.27071040710631261       0.27071040724671402     
  -3.5700000000000092       -6.9358138389077950E-006 -0.27178245164616099       0.27178245173466103     
  -3.5600000000000094       -4.8883051724555487E-006 -0.27286160638928880       0.27286160643307567     
  -3.5500000000000096       -2.5805261022156967E-006 -0.27394794310582460       0.27394794311797860     
  -3.5400000000000098       -1.8392560258900507E-008 -0.27504153624547201       0.27504153624547262     
  -3.5300000000000100        2.7907059449153353E-006 -0.27614246316847801       0.27614246318257951     
  -3.5200000000000102        5.8380468483828449E-006 -0.27725080436701099       0.27725080442847660     
  -3.5100000000000104        9.1137339510409165E-006 -0.27836664367509345       0.27836664382428544     
  -3.5000000000000107        1.2606874517897694E-005 -0.27949006846532343       0.27949006874965066     
  -3.4900000000000109        1.6305772646503388E-005 -0.28062116983077728       0.28062117030450889     
  -3.4800000000000111        2.0198137341995539E-005 -0.28176004275060867       0.28176004347456646     
  -3.4700000000000113        2.4271303594264964E-005 -0.28290678623804211       0.28290678727919100     
  -3.4600000000000115        2.8512464619135612E-005 -0.28406150346962994       0.28406150490058879     
  -3.4500000000000117        3.2908913322512533E-005 -0.28522430189482961       0.28522430379332941     
  -3.4400000000000119        3.7448290951821641E-005 -0.28639529332516916       0.28639529577348888     
  -3.4300000000000122        4.2118840833660781E-005 -0.28757459400247021       0.28757459708688166     
  -3.4200000000000124        4.6909665046229418E-005 -0.28876232464582219       0.28876232845607802     
  -3.4100000000000126        5.1810981850343190E-005 -0.28995861047721960       0.28995861510611787     
  -3.4000000000000128        5.6814381700288329E-005 -0.29116358122600444       0.29116358676906362     
  -3.3900000000000130        6.1913079673415192E-005 -0.29237737111246609       0.29237737766774324     
  -3.3800000000000132        6.7102162203168901E-005 -0.29360011881119963       0.29360012647928252     
  -3.3700000000000134        7.2378826058607507E-005 -0.29483196739500850       0.29483197627921198     
