   1.6010890781359419E-004  (4.61746215425100429E-002,-5.74642101814609662E-006)
   8.4358507789872306E-004  (4.61746077753219450E-002,-3.02768550454482829E-005)
   2.0731327555658652E-003  (4.61745358033089359E-002,-7.44061096717298060E-005)
   3.8488906836269270E-003  (4.61743247575187102E-002,-1.38138877458753251E-004)
   6.1706982345217654E-003  (4.61738578879446679E-002,-2.21468587877251437E-004)
   9.0383096327766310E-003  (4.61729826314081840E-002,-3.24384670165969637E-004)
   1.2451414120601360E-002  (4.61715107076467735E-002,-4.46872721485517827E-004)
   1.6409639744995101E-002  (4.61692182406266138E-002,-5.88913958312635996E-004)
   2.0912554395875919E-002  (4.61658459138742858E-002,-7.50484441462111488E-004)
   2.5959666184983909E-002  (4.61610991613103858E-002,-9.31554151254912477E-004)
   3.1550423628657683E-002  (4.61546484017675493E-002,-1.13208593130423741E-003)
   3.7684215764492102E-002  (4.61461293200089995E-002,-1.35203430781784587E-003)
   4.4360372245050073E-002  (4.61351432025322583E-002,-1.59134418861543139E-003)
   5.1578163424952812E-002  (4.61212573361827610E-002,-1.84994944557216536E-003)
   5.9336800448196669E-002  (4.61040054748451597E-002,-2.12777138438511280E-003)
   6.7635435338696759E-002  (4.60828883845588941E-002,-2.42471710600108406E-003)
   7.6473161095521824E-002  (4.60573744747847444E-002,-2.74067776463441520E-003)
   8.5849011793641239E-002  (4.60269005263384823E-002,-3.07552672798104641E-003)
   9.5761962690498414E-002  (4.59908725227623008E-002,-3.42911764599080791E-003)
  0.10621093033870729       (4.59486665984206663E-002,-3.80128243538054196E-003)
  0.11719477270488990       (4.58996301105770374E-002,-4.19182918796464320E-003)
  0.12871228929481399       (4.58430828475849400E-002,-4.60054001183720848E-003)
  0.14076222128483179       (4.57783183818519096E-002,-5.02716881544910347E-003)
  0.15334325165959761       (4.57046055789477254E-002,-5.47143904569943190E-003)
  0.16645400535614299       (4.56211902723966251E-002,-5.93304139228224923E-003)
  0.18009304941422941       (4.55272971133118612E-002,-6.41163147169846164E-003)
  0.19425889313304620       (4.54221316050354429E-002,-6.90682750554565388E-003)
  0.20894998823417940       (4.53048823312952736E-002,-7.41820800892622947E-003)
  0.22416472903085791       (4.51747233838133630E-002,-7.94530950608406464E-003)
  0.23990145260348950       (4.50308170004950978E-002,-8.48762429158930916E-003)
  0.25615843898141222       (4.48723164157055696E-002,-9.04459825668689835E-003)
  0.27293391133093442       (4.46983689297855702E-002,-9.61562880160308879E-003)
  0.29022603614951409       (4.45081192018838001E-002,-1.02000628557670035E-002)
  0.30803292346617978       (4.43007127645840756E-002,-1.07971950290693709E-002)
  0.32635262704810319       (4.40752997641382857E-002,-1.14062659182205036E-002)
  0.34518314461333510       (4.38310389217825280E-002,-1.20264605932617428E-002)
  0.36452241804963492       (4.35671017114368300E-002,-1.26569072900368802E-002)
  0.38436833363942119       (4.32826767502249438E-002,-1.32966763350358431E-002)
  0.40471872229082262       (4.29769743898642809E-002,-1.39447793295337432E-002)
  0.42557135977471278       (4.26492314980693177E-002,-1.46001686201360920E-002)
  0.44692396696785769       (4.22987164162879625E-002,-1.52617370828750168E-002)
  0.46877421010198977       (4.19247340748512901E-002,-1.59283182477474548E-002)
  0.49111970101888502       (4.15266312459101408E-002,-1.65986867900396878E-002)
  0.51395799743140547       (4.11038019108400376E-002,-1.72715594139311208E-002)
  0.53728660319039978       (4.06556927127526696E-002,-1.79455961527212049E-002)
  0.56110296855755237       (4.01818084686844587E-002,-1.86194021083854674E-002)
  0.58540449048404319       (3.96817177011644581E-002,-1.92915296514195693E-002)
  0.61018851289507303       (3.91550581601766284E-002,-1.99604810993959068E-002)
  0.63545232698013976       (3.86015422899887023E-002,-2.06247118901738483E-002)
  0.66119317148913126       (3.80209626017182015E-002,-2.12826342624020254E-002)
  0.68740823303409293       (3.74131969037143630E-002,-2.19326214525530881E-002)
  0.71409464639673992       (3.67782133447704593E-002,-2.25730124136751809E-002)
  0.74124949484161906       (3.61160752183506545E-002,-2.32021170567798737E-002)
  0.76886981043487168       (3.54269454754718022E-002,-2.38182220110622588E-002)
  0.79695257436865763       (3.47110908959148007E-002,-2.44195968939771614E-002)
  0.82549471729107182       (3.39688858590156059E-002,-2.50045010769428221E-002)
  0.85449311964163144       (3.32008156653829795E-002,-2.55711909265403554E-002)
  0.88394461199221652       (3.24074793485843726E-002,-2.61179274953932776E-002)
  0.91384597539349510       (3.15895919288268628E-002,-2.66429846305384285E-002)
  0.94419394172674131       (3.07479860536295675E-002,-2.71446574610419745E-002)
  0.97498519406101281       (2.98836129749242008E-002,-2.76212712202967836E-002)
   1.0062163670156981       (2.89975428178867942E-002,-2.80711903520912340E-002)
   1.0378840471283390       (2.80909640967198261E-002,-2.84928278435149437E-002)
   1.0699847732277110       (2.71651824378411795E-002,-2.88846547218121266E-002)
   1.1025150368121019       (2.62216184779608188E-002,-2.92452096466331996E-002)
   1.1354712824328039       (2.52618049095006368E-002,-2.95731085239246405E-002)
   1.1688499080826980       (2.42873826494129398E-002,-2.98670540631153815E-002)
   1.2026472655899390       (2.33000961231269350E-002,-3.01258451948526670E-002)
   1.2368596610166940       (2.23017876518028547E-002,-3.03483862635447917E-002)
   1.2714833550628899       (2.12943909514561949E-002,-3.05336959060059261E-002)
   1.3065145634748729       (2.02799237523067465E-002,-3.06809155260512958E-002)
   1.3419494574590440       (1.92604795623244167E-002,-3.07893172740475972E-002)
   1.3777841641003381       (1.82382186060949872E-002,-3.08583114407974743E-002)
   1.4140147667854770       (1.72153579805624235E-002,-3.08874531765868238E-002)
   1.4506373056311019       (1.61941610793658389E-002,-3.08764484488880872E-002)
