-3.	-1.406957904706964	-0.7673883668023569
-2.995	-1.406982334211188	-0.7665571238631305
-2.99	-1.4070069015902267	-0.7657216352497138
-2.985	-1.407031600607378	-0.7648818691613275
-2.98	-1.407056424815001	-0.7640377935057616
-2.975	-1.4070813675492013	-0.7631893758970849
-2.97	-1.4071064219243907	-0.7623365836533733
-2.965	-1.4071315808277243	-0.7614793837944578
-2.96	-1.407156836913406	-0.7606177430396945
-2.955	-1.4071821825968638	-0.7597516278057596
-2.95	-1.4072076100487925	-0.7588810042044716
-2.945	-1.407233111189056	-0.7580058380406434
-2.94	-1.4072586776804543	-0.7571260948099657
-2.935	-1.407284300922347	-0.7562417396969262
-2.93	-1.4073099720441302	-0.7553527375727669
-2.925	-1.4073356818985672	-0.7544590529934816
-2.92	-1.4073614210549696	-0.7535606501978589
-2.915	-1.4073871797922222	-0.7526574931055717
-2.91	-1.4074129480916544	-0.7517495453153173
-2.905	-1.4074387156297505	-0.7508367701030132
-2.9	-1.4074644717706988	-0.749919130420051
-2.895	-1.4074902055587755	-0.7489965888916109
-2.89	-1.40751590571056	-0.7480691078150447
-2.885	-1.407541560606981	-0.7471366491583279
-2.88	-1.4075671582851865	-0.7461991745585875
-2.875	-1.4075926864302386	-0.7452566453207083
-2.87	-1.4076181323666286	-0.7443090224160249
-2.865	-1.4076434830496078	-0.7433562664811013
-2.86	-1.4076687250563353	-0.7423983378166071
-2.855	-1.4076938445768359	-0.7414351963862916
-2.85	-1.4077188274047654	-0.7404668018160644
-2.845	-1.4077436589279848	-0.7394931133931865
-2.84	-1.4077683241189356	-0.7385140900655794
-2.835	-1.4077928075248152	-0.7375296904412584
-2.83	-1.407817093257551	-0.7365398727878928
-2.825	-1.4078411649835694	-0.7355445950325077
-2.82	-1.407865005913355	-0.7345438147613245
-2.815	-1.4078885987908039	-0.7335374892197567
-2.81	-1.4079119258823594	-0.7325255753125615
-2.805	-1.4079349689659368	-0.7315080296041593
-2.8	-1.4079577093196298	-0.7304848083191258
-2.795	-1.407980127710196	-0.7294558673428699
-2.79	-1.4080022043813232	-0.7284211622224993
-2.785	-1.4080239190416721	-0.7273806481678889
-2.78	-1.4080452508526937	-0.7263342800529582
-2.775	-1.4080661784162203	-0.7252820124171682
-2.77	-1.408086679761828	-0.7242237994672457
-2.765	-1.4081067323339733	-0.723159595079149
-2.76	-1.4081263129788943	-0.7220893528002809
-2.755	-1.4081453979312863	-0.7210130258519661
-2.75	-1.408163962800743	-0.7199305671321952
-2.745	-1.4081819825579667	-0.7188419292186566
-2.74	-1.4081994315207473	-0.7177470643720609
-2.735	-1.40821628333971	-0.7166459245397746
-2.73	-1.4082325109838303	-0.7155384613597726
-2.725	-1.4082480867257219	-0.7144246261649239
-2.7199999999999998	-1.4082629821266937	-0.7133043699876247
-2.715	-1.4082771680215806	-0.7121776435647915
-2.71	-1.40829061450335	-0.7110443973432268
-2.705	-1.4083032909074833	-0.709904581485376
-2.7	-1.4083151657961415	-0.7087581458754858
-2.695	-1.4083262069421107	-0.7076050401261826
-2.69	-1.4083363813125382	-0.7064452135854851
-2.685	-1.408345655052459	-0.7052786153442654
-2.68	-1.4083539934681195	-0.7041051942441796
-2.675	-1.408361361010106	-0.702924898886079
-2.67	-1.4083677212562775	-0.7017376776389233
-2.665	-1.4083730368945195	-0.7005434786492095
-2.66	-1.4083772697053178	-0.6993422498509381
-2.655	-1.4083803805441648	-0.6981339389761306
-2.65	-1.4083823293238067	-0.6969184935659203
-2.645	-1.4083830749963409	-0.6956958609822309
-2.64	-1.4083825755351753	-0.6944659884200671
-2.635	-1.4083807879168604	-0.6932288229204306
-2.63	-1.4083776681028055	-0.6919843113838856
-2.625	-1.408373171020896	-0.6907324005847898
-2.62	-1.4083672505470226	-0.6894730371862136
-2.615	-1.4083598594865396	-0.6882061677555656
-2.61	-1.4083509495556688	-0.6869317387809452
-2.605	-1.408340471362867	-0.6856496966882418
-2.6	-1.4083283743901762	-0.6843599878590019
-2.5949999999999998	-1.408314606974573	-0.6830625586490834
-2.59	-1.4082991162893468	-0.6817573554081183
-2.585	-1.4082818483255195	-0.6804443244998014
-2.58	-1.408262747873339	-0.6791234123230299
-2.575	-1.4082417585038665	-0.6777945653339077
-2.57	-1.4082188225506875	-0.6764577300686391
-2.565	-1.4081938810917733	-0.6751128531673278
-2.56	-1.4081668739315236	-0.6737598813987024
-2.555	-1.4081377395830208	-0.6723987616857847
-2.55	-1.40810641525053	-0.6710294411325207
-2.545	-1.4080728368122784	-0.6696518670513903
-2.54	-1.4080369388035499	-0.6682659869920134
-2.535	-1.4079986544001348	-0.6668717487707664
-2.53	-1.4079579154021715	-0.6654691005014269
-2.525	-1.4079146522184232	-0.6640579906268583
-2.52	-1.4078687938510326	-0.6626383679517476
-2.515	-1.4078202678807985	-0.6612101816764083
-2.51	-1.407769000453022	-0.6597733814316606
-2.505	-1.4077149162639682	-0.6583279173147949
