   1.4033023511483831E-003   3.6011585320111020E-003         (1.0782493817583829,2.36897865320923874E-015)
   7.3924400512135344E-003   8.3794638024942622E-003         (1.0777503954607759,2.38269123419129278E-015)
   1.8161336045278809E-002   1.3156824365909439E-002         (1.0767948660957278,2.27374014493758623E-015)
   3.3702069060661088E-002   1.7922196994007000E-002         (1.0752842469938355,2.22054289982865375E-015)
   5.4000045624833959E-002   2.2670525050470371E-002         (1.0730781436996566,2.09857247157567674E-015)
   7.9035891848898920E-002   2.7397173418911468E-002         (1.0699962178565277,1.96883213635005941E-015)
  0.10878564856778450        3.2097591350888688E-002         (1.0658211580176258,1.82282495520530835E-015)
  0.14322082720914689        3.6767268373956073E-002         (1.0603028025811729,1.58297784700804438E-015)
  0.18230844583432851        4.1401728128614382E-002         (1.0531636291772692,1.36836033004250831E-015)
  0.22601106364404361        4.5996529704611162E-002         (1.0441058214821537,1.15694855573168137E-015)
  0.27428681797675752        5.0547270897557298E-002         (1.0328200828615590,9.04164227063005090E-016)
  0.32708946490527341        5.5049592040298967E-002         (1.0189962872117444,5.84558942675985766E-016)
  0.38436842377192892        5.9499180013559833E-002         (1.0023359382752373,3.70040493380864672E-016)
  0.44606882576302992        6.3891772300448735E-002        (0.98256624976541440,5.76498419625201745E-017)
  0.51213156653560521        6.8223161031108009E-002       (0.95945546492618128,-3.54380674685317004E-016)
  0.58249336287319675        7.2489196993194935E-002       (0.93282881713118104,-5.74873830546957213E-016)
  0.65708681332934926        7.6685793595228563E-002       (0.90258431148048746,-9.01637004550293019E-016)
  0.73584046280744708        8.0808930774774967E-002       (0.86870730689286657,-1.24229828991278295E-015)
  0.81867887101855441        8.4854658845467307E-002       (0.83128273030425992,-1.60140551118466984E-015)
  0.90552268475371278        8.8819102278058171E-002       (0.79050369300719625,-1.61310410160977064E-015)
  0.99628871390256446        9.2698463411467091E-002       (0.74667533506617567,-2.14541189942049049E-015)
   1.0908900111462849        9.6489026089589813E-002       (0.70021291955037945,-2.25318247530504266E-015)
   1.1892359552487530       0.10018715922048080            (0.65163354122436734,-2.27998323550803494E-015)
   1.2912323378665771       0.10378932025422750            (0.60154129080127505,-2.55056127631665691E-015)
   1.3967814537949170       0.10729205857614310            (0.55060628877227036,-2.62762187795575211E-015)
   1.5057821945627801       0.11069201881199080            (0.49953861262984023,-2.85668377573399782E-015)
   1.6181301452882300       0.11398594404203290            (0.44905871202885717,-3.08464021760299519E-015)
   1.7337176847007749       0.11717067892082279            (0.39986635634096979,-2.77284177147180736E-015)
   1.8524340882351109       0.12024317269970000            (0.35261041448528163,-2.83480866514713385E-015)
   1.9741656340975731       0.12320048214914550            (0.30786177666360531,-2.53900550463229481E-015)
   2.0987957122036320       0.12603977437811911            (0.26609147469566374,-2.48729357938566153E-015)
   2.2262049358821341       0.12875832954775271            (0.22765556522520339,-2.29237209330722937E-015)
   2.3562712562393018       0.13135354347673259            (0.19278766978042206,-2.19217996607670330E-015)
   2.4888700790729028       0.13382293013586849            (0.16159930791989677,-1.78388490419112768E-015)
   2.6238743842246182       0.13616412402953351            (0.13408741786712458,-1.56249240168254765E-015)
   2.7611548472563232       0.13837488246165519            (0.11014783105424494,-1.31176083389677377E-015)
   2.9005799633336649       0.14045308768400111       (8.95930283340696659E-002,-1.01577046973915570E-015)
   3.0420161731982889       0.14239674892484550       (7.21722975299711467E-002,-8.33961303629452694E-016)
