  -1.0574914975042791        5.2541417390693040E-002             (0.89252472182730569,0.40068533028538705)  0.89252472182730569       0.40068533028538705       0.97833997821760255     
  -1.0044519683708391        5.3529172054347408E-002             (0.90303070567223542,0.38209973313439766)  0.90303070567223542       0.38209973313439766       0.98054304415883409     
 -0.95045024631015296        5.4465649611813403E-002             (0.91318625682892829,0.36293319498394150)  0.91318625682892829       0.36293319498394150       0.98266456315595352     
 -0.89553806109747081        5.5349952984662103E-002             (0.92294828910347371,0.34320557462940054)  0.92294828910347371       0.34320557462940054       0.98469467898213314     
 -0.83976801466653384        5.6181235073600420E-002             (0.93227542494968452,0.32293918107633296)  0.93227542494968452       0.32293918107633296       0.98662413442980779     
 -0.78319353072068432        5.6958699569938188E-002             (0.94112825696446234,0.30215870323332494)  0.94112825696446234       0.30215870323332494       0.98844437273759189     
 -0.72586880355676331        5.7681601718390908E-002             (0.94946959640350392,0.28089111741482004)  0.94946959640350392       0.28089111741482004       0.99014763259686622     
 -0.66784874615086409        5.8349249030500337E-002             (0.95726470556184096,0.25916557390142569)  0.95726470556184096       0.25916557390142569       0.99172703462699519     
 -0.60918893755562664        5.8961001947983392E-002             (0.96448151113035596,0.23701326412088414)  0.96448151113035596       0.23701326412088414       0.99317665733822547     
 -0.54994556965947972        5.9516274455397929E-002             (0.97109079597430592,0.21446727028879992)  0.97109079597430592       0.21446727028879992       0.99449160079466747     
 -0.49017539335883997        6.0014534641462162E-002             (0.97706636717559125,0.19156239957641288)  0.97706636717559125       0.19156239957641288       0.99566803644446700     
 -0.42993566419481860        6.0455305208641522E-002             (0.98238519862364071,0.16833500504719678)  0.98238519862364071       0.16833500504719678       0.99670324189251525     
 -0.36928408750651431        6.0838163930329162E-002             (0.98702754691288885,0.14482279572094386)  0.98702754691288885       0.14482279572094386       0.99759561974043631     
 -0.30827876315343172        6.1162744055306417E-002             (0.99097703979825602,0.12106463818186314)  0.99097703979825602       0.12106463818186314       0.99834470000367093     
 -0.24697812985997919        6.1428734659082621E-002        (0.99422073695012836,9.71003521471715397E-002)  0.99422073695012836        9.7100352147171540E-002  0.99895112601606340     
 -0.18544090923536591        6.1635880941729469E-002        (0.99674916322793272,7.29705023583198248E-002)  0.99674916322793272        7.2970502358319825E-002  0.99941662414130850     
 -0.12372604952249650        6.1783984471954358E-002        (0.99855631513669785,4.87161890540547399E-002)  0.99855631513669785        4.8716189054054740E-002  0.99974395800891469     
  -6.1892669129796400E-002   6.1872903377195559E-002        (0.99963964153365514,2.43788391407769069E-002)  0.99963964153365514        2.4378839140776907E-002  0.99993686836889184     
  -3.7813099155282522E-016   6.1902552479512672E-002         (1.0000000000000000,1.77292015192473186E-016)   1.0000000000000000        1.7729201519247319E-016   1.0000000000000000     
   6.1892669129796012E-002   6.1872903377195809E-002       (0.99964159057999236,-2.43788623247414155E-002)  0.99964159057999236       -2.4378862324741415E-002  0.99993881740111767     
  0.12372604952249661        6.1783984471953372E-002       (0.99857186880793913,-4.87165590285170355E-002)  0.99857186880793913       -4.8716559028517036E-002  0.99975951123165563     
  0.18544090923536430        6.1635880941729469E-002       (0.99680144009632177,-7.29723672113863492E-002)  0.99680144009632177       -7.2972367211386349E-002  0.99946889764241009     
  0.24697812985997991        6.1428734659082149E-002       (0.99434393764228923,-9.71062101931792349E-002)  0.99434393764228923       -9.7106210193179235E-002  0.99907431274357894     
  0.30827876315343139        6.1162744055304037E-002            (0.99121588603264366,-0.12107882854932572)  0.99121588603264366      -0.12107882854932572       0.99858350449341782     
  0.36928408750651509        6.0838163930331313E-002            (0.98743655269536146,-0.14485194111036315)  0.98743655269536146      -0.14485194111036315       0.99800452425945418     
  0.42993566419481921        6.0455305208643728E-002            (0.98302778926557599,-0.16838839531383404)  0.98302778926557599      -0.16838839531383404       0.99734562020632234     
  0.49017539335883881        6.0014534641461267E-002            (0.97801386481867325,-0.19165230641792716)  0.97801386481867325      -0.19165230641792716       0.99661513450923933     
  0.54994556965947861        5.9516274455394362E-002            (0.97242129278024780,-0.21460918518147429)  0.97242129278024780      -0.21460918518147429       0.99582140618519777     
  0.60918893755562575        5.8961001947984787E-002            (0.96627865316364248,-0.23722605368712787)  0.96627865316364248      -0.23722605368712787       0.99497268108612458     
  0.66784874615086431        5.8349249030500053E-002            (0.95961641162099420,-0.25947154903692449)  0.95961641162099420      -0.25947154903692449       0.99407703032107853     
  0.72586880355676364        5.7681601718391790E-002            (0.95246673662899783,-0.28131601468682932)  0.95246673662899783      -0.28131601468682932       0.99314227807699995     
  0.78319353072068465        5.6958699569938563E-002            (0.94486331597629891,-0.30273157921425470)  0.94486331597629891      -0.30273157921425470       0.99217593950432192     
  0.83976801466653528        5.6181235073600629E-002            (0.93684117357719687,-0.32369222233561851)  0.93684117357719687      -0.32369222233561851       0.99118516903254306     
  0.89553806109747047        5.5349952984662588E-002            (0.92843648751250485,-0.34417382801443286)  0.92843648751250485      -0.34417382801443286       0.99017671919444050     
  0.95045024631015296        5.4465649611814368E-002            (0.91968641009248220,-0.36415422452950652)  0.91968641009248220      -0.36415422452950652       0.98915690977290527     
   1.0044519683708391        5.3529172054346319E-002            (0.91062889064960517,-0.38361321141037547)  0.91062889064960517      -0.38361321141037547       0.98813160684916457     
   1.0574914975042780        5.2541417390694088E-002            (0.90130250169966453,-0.40253257319644969)  0.90130250169966453      -0.40253257319644969       0.98710621113142072     
   1.1095180256471471        5.1503331819103652E-002            (0.89174626905462107,-0.42089608003840523)  0.89174626905462107      -0.42089608003840523       0.98608565478082699     
   1.1604817151185489        5.0415909751248628E-002            (0.88199950642789426,-0.43868947523560625)  0.88199950642789426      -0.43868947523560625       0.98507440583010819     
   1.2103337463609709        4.9280192859655438E-002            (0.87210165503818637,-0.45590044989076489)  0.87210165503818637      -0.45590044989076489       0.98407647920827057     
   1.2590263647059541        4.8097269079879948E-002            (0.86209212868820195,-0.47251860496087722)  0.86209212868820195      -0.47251860496087722       0.98309545334129633     
   1.3065129261196899        4.6868271568327652E-002            (0.85201016476620839,-0.48853540108889809)  0.85201016476620839      -0.48853540108889809       0.98213449129028763     
   1.3527479418847070        4.5594377616813807E-002            (0.84189468158837333,-0.50394409671089402)  0.84189468158837333      -0.50394409671089402       0.98119636541140298     
   1.3976871221748890        4.4276807524794022E-002            (0.83178414246604082,-0.51873967504448792)  0.83178414246604082      -0.51873967504448792       0.98028348457128855     
   1.4412874184820339        4.2916823430459473E-002            (0.82171642684256174,-0.53291876067337229)  0.82171642684256174      -0.53291876067337229       0.97939792302237916     
   1.4835070648533690        4.1515728101688971E-002            (0.81172870879797943,-0.54647952654585574)  0.81172870879797943      -0.54647952654585574       0.97854145012902616     
   1.5243056179004990        4.0074863688191083E-002            (0.80185734316692525,-0.55942159229955257)  0.80185734316692525      -0.55942159229955257       0.97771556023297845     
   1.5636439955414860        3.8595610435835231E-002            (0.79213775945492626,-0.57174591490752436)  0.79213775945492626      -0.57174591490752436       0.97692150205004324     
   1.6014845144389731        3.7079385364588137E-002            (0.78260436367312924,-0.58345467271062390)  0.78260436367312924      -0.58345467271062390       0.97616030709514345     
   1.6377909260985160        3.5527640911223617E-002            (0.77329044814080816,-0.59455114395551434)  0.77329044814080816      -0.59455114395551434       0.97543281673553650     
   1.6725284515925769        3.3941863538184742E-002            (0.76422810923247642,-0.60503958099706512)  0.76422810923247642      -0.60503958099706512       0.97473970757025696     
   1.7056638148770209        3.2323572309911369E-002            (0.75544817297211675,-0.61492508134685708)  0.75544817297211675      -0.61492508134685708       0.97408151492385275     
   1.7371652746682611        3.0674317438091011E-002            (0.74698012830372440,-0.62421345675736284)  0.74698012830372440      -0.62421345675736284       0.97345865432365675     
   1.7670026548507221        2.8995678797276471E-002            (0.73885206779725676,-0.63291110152394248)  0.73885206779725676      -0.63291110152394248       0.97287144090086863     
   1.7951473733857570        2.7289264412446061E-002            (0.73109063548264330,-0.64102486116628010)  0.73109063548264330      -0.64102486116628010       0.97232010671571734     
   1.8215724696947879        2.5556708920179291E-002            (0.72372098144502139,-0.64856190261743241)  0.72372098144502139      -0.64856190261743241       0.97180481605643887     
   1.8462526304912279        2.3799672005423531E-002            (0.71676672276188136,-0.65552958700527197)  0.71676672276188136      -0.65552958700527197       0.97132567880094167     
   1.8691642140378910        2.2019836816121130E-002            (0.71024991031924367,-0.66193534605837057)  0.71024991031924367      -0.66193534605837057       0.97088276195939771     
   1.8902852728092969        2.0218908359022191E-002            (0.70419100100953524,-0.66778656310885443)  0.70419100100953524      -0.66778656310885443       0.97047609953648384     
   1.9095955745423829        1.8398611881842719E-002            (0.69860883478969604,-0.67309045959985259)  0.69860883478969604      -0.67309045959985259       0.97010570086488901     
   1.9270766216662700        1.6560691251447431E-002            (0.69352061606289839,-0.67785398793744889)  0.69352061606289839      -0.67785398793744889       0.96977155756753619     
   1.9427116691163431        1.4706907349582960E-002            (0.68894189884130219,-0.68208373145823697)  0.68894189884130219      -0.68208373145823697       0.96947364930618485     
   1.9564857405728870        1.2839036540355271E-002            (0.68488657514488716,-0.68578581221940937)  0.68488657514488716      -0.68578581221940937       0.96921194846902714     
   1.9683856432604421        1.0958869367564730E-002            (0.68136686608169506,-0.68896580726945378)  0.68136686608169506      -0.68896580726945378       0.96898642394021228     
   1.9783999817500670        9.0682100201876868E-003            (0.67839331499116706,-0.69162867406461859)  0.67839331499116706      -0.69162867406461859       0.96879704407738942     
   1.9865191723757349        7.1688787976047332E-003            (0.67597478171928860,-0.69377868593118164)  0.67597478171928860      -0.69377868593118164       0.96864377898835285     
   1.9927354655818881        5.2627297463636478E-003            (0.67411843542930783,-0.69541937990160929)  0.67411843542930783      -0.69541937990160929       0.96852660207574914     
   1.9970430239795161        3.3517855209971152E-003            (0.67282973127756196,-0.69655352981042939)  0.67282973127756196      -0.69655352981042939       0.96844549004185310     
   1.9994386790595411        1.4404634128040330E-003            (0.67211218395454775,-0.69718330853911670)  0.67211218395454775      -0.69718330853911670       0.96840040970958963     
